Date,Location,Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave,RF_Predicted_Species_Population,RF_Prediction_Confidence,Risk_Cluster
2018-12-13,Hawaiian Islands,19.8928,-155.5789,25.5,8.156,Unknown,155,False,153.3142698412699,0.7679702990689681,Stable
2018-12-19,Caribbean Sea,15.0499,-75.1448,31.63,7.98,Medium,105,True,102.20044588744595,0.7679702990689681,Critical
2018-12-26,Red Sea,19.948,38.5306,26.92,8.05,Unknown,164,False,152.05792063492058,0.7679702990689681,Stable
2019-01-01,Great Barrier Reef,-18.2966,147.7101,29.81,8.049,Medium,109,False,113.63644047619047,0.7679702990689681,At-Risk
2019-01-08,South China Sea,10.0182,115.1202,28.41,8.062,High,136,False,127.51522619047618,0.7679702990689681,At-Risk
2019-01-15,Red Sea,20.0553,38.5594,29.46,7.974,High,134,False,124.33533653162758,0.7679702990689681,At-Risk
2019-01-21,South China Sea,9.9427,115.0151,27.37,8.069,Low,136,False,132.22255519480524,0.7679702990689681,Stable
2019-01-28,Red Sea,20.0161,38.5211,30.92,8.024,Unknown,92,True,94.76505952380955,0.7679702990689681,Critical
2019-02-03,Great Barrier Reef,-18.2389,147.7587,26.66,8.117,Unknown,148,False,144.3920461760462,0.7679702990689681,Stable
2019-02-10,Hawaiian Islands,19.8819,-155.514,28.27,8.061,High,119,False,119.60481124913733,0.7679702990689681,At-Risk
2019-02-17,Red Sea,20.0008,38.4452,26.34,8.173,High,128,False,134.96559848484844,0.7679702990689681,Stable
2019-02-23,Galápagos,-1.0034,-91.0733,27.54,8.003,Unknown,154,False,137.3569945887446,0.7679702990689681,Stable
2019-03-02,Galápagos,-0.9033,-91.0,31.88,8.032,High,81,True,86.24705086580087,0.7679702990689681,Critical
2019-03-08,Hawaiian Islands,19.7718,-155.4683,26.42,8.009,Medium,156,False,153.7037961760462,0.7679702990689681,Stable
2019-03-15,Red Sea,20.122,38.5692,29.35,8.063,Unknown,124,False,115.40322938877041,0.7679702990689681,At-Risk
2019-03-21,South China Sea,10.0379,115.0141,28.66,8.044,Unknown,107,False,111.07160569985567,0.7679702990689681,Critical
2019-03-28,Caribbean Sea,14.986,-75.0846,28.35,8.004,Low,104,False,106.81661023015127,0.7679702990689681,Critical
2019-04-04,Red Sea,20.009,38.5696,29.88,7.944,Low,91,False,98.62843290043291,0.7679702990689681,Critical
2019-04-10,South China Sea,10.047,114.9509,28.16,8.084,Unknown,108,False,115.55341261998872,0.7679702990689681,At-Risk
2019-04-17,Red Sea,20.0053,38.4333,27.6,8.084,Low,105,False,119.56940151515153,0.7679702990689681,At-Risk
2019-04-23,Maldives,3.2248,73.2197,29.33,8.045,Medium,132,False,120.64396748400851,0.7679702990689681,At-Risk
2019-04-30,Red Sea,20.0063,38.4785,28.68,8.073,Unknown,118,False,120.52181516410621,0.7679702990689681,At-Risk
2019-05-07,Maldives,3.2048,73.1856,27.51,8.0,Medium,156,False,137.6889166666667,0.7679702990689681,Stable
2019-05-13,Hawaiian Islands,19.8346,-155.6174,27.42,8.116,Low,126,False,126.95186688311688,0.7679702990689681,At-Risk
2019-05-20,Hawaiian Islands,19.9592,-155.6165,28.92,8.0,Unknown,147,False,138.05018253968254,0.7679702990689681,Stable
2019-05-26,Maldives,3.1434,73.2362,29.45,8.052,High,107,False,108.98511827765935,0.7679702990689681,Critical
2019-06-02,Caribbean Sea,14.9935,-74.9978,28.28,8.103,Medium,155,False,133.28414025346632,0.7679702990689681,Stable
2019-06-08,Caribbean Sea,14.9721,-75.0685,28.37,8.182,Medium,109,False,114.59063852813856,0.7679702990689681,At-Risk
2019-06-15,Great Barrier Reef,-18.2051,147.7831,27.67,8.095,Medium,152,False,146.61526984126985,0.7679702990689681,Stable
2019-06-22,Red Sea,19.981,38.4898,27.63,8.017,Unknown,118,False,123.28550468975467,0.7679702990689681,At-Risk
2019-06-28,Maldives,3.1416,73.2224,27.35,8.085,Low,108,False,121.68949206349207,0.7679702990689681,At-Risk
2019-07-05,Caribbean Sea,15.0165,-74.9583,25.51,8.129,High,168,False,153.37637950937952,0.7679702990689681,Stable
2019-07-11,Red Sea,19.9395,38.5836,29.13,8.002,High,112,False,111.6655735446146,0.7679702990689681,At-Risk
2019-07-18,Caribbean Sea,15.0279,-74.9962,29.31,7.988,Unknown,114,False,116.7118163296073,0.7679702990689681,At-Risk
2019-07-25,Caribbean Sea,14.9293,-75.0056,27.14,8.04,Unknown,152,False,137.2133055555556,0.7679702990689681,Stable
2019-07-31,Galápagos,-0.8992,-90.9351,26.86,8.067,High,154,False,146.8394101731602,0.7679702990689681,Stable
2019-08-07,Great Barrier Reef,-18.28,147.8152,29.09,8.048,Medium,109,False,115.18656421356418,0.7679702990689681,At-Risk
2019-08-13,South China Sea,10.0067,114.9924,29.56,8.077,Medium,97,False,99.5870627705628,0.7679702990689681,Critical
2019-08-20,Caribbean Sea,14.9334,-75.0918,29.26,7.98,Medium,80,False,101.73401190476187,0.7679702990689681,Critical
2019-08-26,South China Sea,10.0194,115.1246,28.49,8.092,Low,121,False,121.62098412698404,0.7679702990689681,At-Risk
2019-09-02,Galápagos,-0.9587,-90.9196,28.06,8.072,Low,129,False,127.23540873015872,0.7679702990689681,At-Risk
2019-09-09,Great Barrier Reef,-18.3205,147.7488,28.24,8.017,Medium,130,False,123.53514971139968,0.7679702990689681,At-Risk
2019-09-15,Maldives,3.1579,73.2221,28.49,8.105,Unknown,127,False,121.61909379509378,0.7679702990689681,At-Risk
2019-09-22,Hawaiian Islands,19.8955,-155.5419,30.59,8.036,Low,99,True,100.00029365079362,0.7679702990689681,Critical
2019-09-28,Caribbean Sea,14.9344,-75.0533,28.04,8.029,Unknown,121,False,123.11201984126981,0.7679702990689681,At-Risk
2019-10-05,Galápagos,-0.951,-90.9391,28.39,8.076,Medium,122,False,118.47218903318907,0.7679702990689681,At-Risk
2019-10-12,Caribbean Sea,14.9012,-75.047,28.28,7.994,Medium,131,False,125.09316012470113,0.7679702990689681,At-Risk
2019-10-18,Red Sea,20.0765,38.5609,28.18,8.131,Medium,125,False,120.45414682539682,0.7679702990689681,At-Risk
2019-10-25,Galápagos,-0.9707,-90.9963,28.05,8.04,Unknown,127,False,127.1324523809524,0.7679702990689681,At-Risk
2019-10-31,Caribbean Sea,15.008,-74.9998,29.16,8.096,Medium,127,False,110.91412573099412,0.7679702990689681,Critical
2019-11-07,South China Sea,9.9258,114.8723,29.9,7.954,Low,102,False,101.65917532467533,0.7679702990689681,Critical
2019-11-13,Caribbean Sea,14.9415,-75.0901,29.31,8.072,Medium,103,False,104.39990399194502,0.7679702990689681,Critical
2019-11-20,Caribbean Sea,14.8704,-75.0273,29.09,7.964,High,116,False,117.9664952617863,0.7679702990689681,At-Risk
2019-11-27,Hawaiian Islands,19.896,-155.5538,28.68,7.998,Unknown,136,False,132.00145490620488,0.7679702990689681,Stable
2019-12-03,Maldives,3.1949,73.2193,27.1,8.056,High,120,False,124.25099747474748,0.7679702990689681,At-Risk
2019-12-10,South China Sea,9.9914,115.0856,26.44,8.01,Medium,162,False,154.7193874458875,0.7679702990689681,Stable
2019-12-16,Caribbean Sea,14.9895,-75.0335,30.06,7.989,Medium,131,True,120.00841630591633,0.7679702990689681,At-Risk
2019-12-23,South China Sea,10.0339,114.9756,31.74,7.955,Medium,98,True,94.44308333333336,0.7679702990689681,Critical
2019-12-30,Hawaiian Islands,19.9118,-155.5177,30.84,8.005,Medium,85,True,101.32149386724387,0.7679702990689681,Critical
2020-01-05,Red Sea,20.023,38.4661,31.52,7.996,Medium,84,True,97.48308730158735,0.7679702990689681,Critical
2020-01-12,South China Sea,10.0092,114.9326,27.04,8.139,Medium,124,False,125.9655512265512,0.7679702990689681,At-Risk
2020-01-18,Maldives,3.1505,73.2475,30.28,8.05,Low,117,True,106.17534126984128,0.7679702990689681,Critical
2020-01-25,South China Sea,9.9622,114.9289,30.75,7.989,Unknown,93,True,96.59296031746037,0.7679702990689681,Critical
2020-02-01,Red Sea,20.0664,38.5278,29.18,8.145,Unknown,103,False,108.39956349206352,0.7679702990689681,Critical
2020-02-07,Red Sea,20.0464,38.5029,28.9,8.118,Low,123,False,121.0150753968254,0.7679702990689681,At-Risk
2020-02-14,Great Barrier Reef,-18.2602,147.7528,27.95,8.019,Unknown,109,False,121.57250793650792,0.7679702990689681,At-Risk
2020-02-20,South China Sea,9.9017,115.1028,26.85,8.072,Medium,132,False,141.6156414141414,0.7679702990689681,Stable
2020-02-27,Red Sea,20.0154,38.5408,29.79,7.995,High,104,False,106.64958477633483,0.7679702990689681,Critical
2020-03-04,Caribbean Sea,15.0141,-75.0124,30.91,8.026,Unknown,106,True,102.43717424242426,0.7679702990689681,Critical
2020-03-11,Red Sea,20.0331,38.5587,28.77,7.98,Unknown,123,False,127.72286827765929,0.7679702990689681,At-Risk
2020-03-18,Great Barrier Reef,-18.3197,147.6728,29.38,8.094,Unknown,111,False,116.71044841269843,0.7679702990689681,At-Risk
2020-03-24,Caribbean Sea,15.0154,-74.9149,28.86,8.173,High,124,False,112.68723051948051,0.7679702990689681,At-Risk
2020-03-31,Galápagos,-1.0418,-90.9279,29.07,8.103,Low,124,False,118.91894444444446,0.7679702990689681,At-Risk
2020-04-06,Galápagos,-0.9607,-91.0268,28.19,8.014,Unknown,114,False,117.46574062049059,0.7679702990689681,At-Risk
2020-04-13,Galápagos,-0.9244,-90.8821,29.09,7.978,Medium,120,False,116.09944047619047,0.7679702990689681,At-Risk
2020-04-20,Caribbean Sea,15.0598,-75.0305,28.3,8.055,High,110,False,115.4453770471126,0.7679702990689681,At-Risk
2020-04-26,Great Barrier Reef,-18.2547,147.6932,29.13,7.993,Unknown,107,False,110.72911038961036,0.7679702990689681,Critical
2020-05-03,Caribbean Sea,15.0361,-75.0186,31.09,7.978,Unknown,97,True,102.11409523809523,0.7679702990689681,Critical
2020-05-09,Hawaiian Islands,19.9434,-155.6537,25.86,8.027,Low,165,False,160.155380952381,0.7679702990689681,Stable
2020-05-16,Great Barrier Reef,-18.3147,147.8271,27.65,8.076,Low,151,False,146.44455952380954,0.7679702990689681,Stable
2020-05-22,South China Sea,10.1003,115.1031,30.31,8.065,Low,110,True,109.15762301587297,0.7679702990689681,Critical
2020-05-29,Caribbean Sea,15.0389,-75.0276,27.27,8.074,Medium,129,False,129.18062301587304,0.7679702990689681,At-Risk
2020-06-05,Caribbean Sea,14.9773,-74.9652,29.93,8.026,High,127,False,115.67327200577202,0.7679702990689681,At-Risk
2020-06-11,Caribbean Sea,14.9429,-75.0097,27.42,7.978,Medium,129,False,130.40288095238094,0.7679702990689681,At-Risk
2020-06-18,Great Barrier Reef,-18.2932,147.7749,29.45,7.98,Medium,138,False,125.19537698412697,0.7679702990689681,At-Risk
2020-06-24,Red Sea,20.0611,38.5291,28.16,8.009,Low,117,False,124.00486034115134,0.7679702990689681,At-Risk
2020-07-01,Red Sea,20.0544,38.5942,30.81,7.979,Medium,80,True,88.24403571428574,0.7679702990689681,Critical
2020-07-08,South China Sea,10.007,114.9116,28.98,8.033,Unknown,108,False,112.5163570159741,0.7679702990689681,At-Risk
2020-07-14,South China Sea,9.9203,115.0257,27.7,8.007,Medium,84,False,106.55948412698412,0.7679702990689681,Critical
2020-07-21,Caribbean Sea,14.9986,-74.9114,30.99,7.977,High,86,True,88.68387518037517,0.7679702990689681,Critical
2020-07-27,South China Sea,10.0234,114.9501,28.95,8.079,Low,133,False,124.82538178532629,0.7679702990689681,At-Risk
2020-08-03,Caribbean Sea,14.995,-75.0102,27.18,8.035,Unknown,129,False,130.6179166666667,0.7679702990689681,At-Risk
2020-08-09,Maldives,3.2212,73.2664,27.3,8.149,Medium,127,False,126.21737265512266,0.7679702990689681,At-Risk
2020-08-16,Red Sea,19.9989,38.4626,24.86,8.167,Medium,167,False,142.38748196248198,0.7679702990689681,Stable
2020-08-23,South China Sea,9.9859,115.0033,29.27,7.956,Low,104,False,112.13865873015875,0.7679702990689681,At-Risk
2020-08-29,Maldives,3.2425,73.158,28.94,7.973,Low,122,False,120.0603091146002,0.7679702990689681,At-Risk
2020-09-05,Red Sea,19.9982,38.4192,30.25,7.978,High,90,True,95.96503787878788,0.7679702990689681,Critical
2020-09-11,Red Sea,20.01,38.5574,26.98,8.084,High,141,False,133.72975541125538,0.7679702990689681,Stable
2020-09-18,Caribbean Sea,15.0347,-74.9912,27.95,8.02,High,126,False,125.17450793650792,0.7679702990689681,At-Risk
2020-09-25,South China Sea,9.9464,114.8539,29.15,8.082,Low,78,False,95.9912281840966,0.7679702990689681,Critical
2020-10-01,South China Sea,9.9495,115.031,31.59,7.989,High,78,True,85.85815007215007,0.7679702990689681,Critical
2020-10-08,Galápagos,-0.9629,-90.8969,27.53,8.029,Medium,122,False,126.17596031746032,0.7679702990689681,At-Risk
2020-10-14,Caribbean Sea,14.9523,-74.9939,30.94,8.017,Unknown,91,True,102.24686868686868,0.7679702990689681,Critical
2020-10-21,Hawaiian Islands,19.8822,-155.661,29.82,8.02,Low,104,False,105.69013131313132,0.7679702990689681,Critical
2020-10-28,Great Barrier Reef,-18.1274,147.7141,27.37,8.051,Unknown,148,False,125.21330699855693,0.7679702990689681,At-Risk
2020-11-03,Caribbean Sea,15.0057,-75.0719,29.88,7.989,Low,134,False,110.18006349206351,0.7679702990689681,Critical
2020-11-10,Red Sea,20.054,38.4776,30.42,8.015,Medium,113,True,105.87161507936511,0.7679702990689681,Critical
2020-11-16,Maldives,3.227,73.1784,27.53,8.121,Low,124,False,128.8790674603175,0.7679702990689681,At-Risk
2020-11-23,Hawaiian Islands,19.8766,-155.6306,29.14,8.14,High,97,False,100.44695238095237,0.7679702990689681,Critical
2020-11-29,Caribbean Sea,15.0012,-74.9294,28.38,8.075,Unknown,105,False,111.71163714812268,0.7679702990689681,At-Risk
2020-12-06,Great Barrier Reef,-18.2657,147.6898,29.98,8.08,High,144,False,123.55336507936508,0.7679702990689681,At-Risk
2020-12-13,Hawaiian Islands,19.9258,-155.5665,28.79,8.027,Medium,122,False,121.81944994980857,0.7679702990689681,At-Risk
2020-12-19,South China Sea,9.9852,115.0084,30.48,7.96,Medium,117,True,109.22930952380952,0.7679702990689681,Critical
2020-12-26,Galápagos,-0.8879,-90.9715,25.32,8.083,Unknown,171,False,160.17835714285712,0.7679702990689681,Stable
2021-01-01,Red Sea,19.9989,38.45,27.74,8.107,Unknown,135,False,122.4134007936508,0.7679702990689681,At-Risk
2021-01-08,Caribbean Sea,14.9881,-75.0183,27.91,8.016,Low,150,False,126.70572077922077,0.7679702990689681,At-Risk
2021-01-15,Red Sea,19.9839,38.5609,30.78,8.054,High,90,True,92.52482359307356,0.7679702990689681,Critical
2021-01-21,Red Sea,20.0202,38.4988,27.14,8.093,Medium,115,False,131.66006746031744,0.7679702990689681,Stable
2021-01-28,South China Sea,10.0594,114.9768,28.8,8.058,Unknown,113,False,115.15396543095102,0.7679702990689681,At-Risk
2021-02-03,South China Sea,10.0293,114.9763,29.81,7.957,Medium,108,False,105.64264285714286,0.7679702990689681,Critical
2021-02-10,Great Barrier Reef,-18.1902,147.6492,27.48,8.096,Low,132,False,131.2772182539683,0.7679702990689681,Stable
2021-02-16,Caribbean Sea,15.0175,-74.9755,29.45,8.086,Medium,116,False,110.18935317460314,0.7679702990689681,Critical
2021-02-23,Hawaiian Islands,19.8847,-155.5492,31.35,7.986,High,76,True,101.3821764069264,0.7679702990689681,Critical
2021-03-02,Galápagos,-0.8984,-90.9716,25.24,8.158,Low,144,False,150.6978373015873,0.7679702990689681,Stable
2021-03-08,Great Barrier Reef,-18.2916,147.7158,28.79,8.08,Low,110,False,114.01562337662334,0.7679702990689681,At-Risk
2021-03-15,South China Sea,10.0257,114.987,29.61,8.059,Unknown,94,False,98.84457864357866,0.7679702990689681,Critical
2021-03-21,Galápagos,-0.8995,-90.9924,29.71,8.044,Medium,135,False,119.76107729468595,0.7679702990689681,At-Risk
2021-03-28,Great Barrier Reef,-18.2983,147.6817,28.47,8.035,Low,132,False,122.96612590187587,0.7679702990689681,At-Risk
2021-04-04,Great Barrier Reef,-18.3679,147.6465,26.9,8.13,Medium,161,False,140.76940873015872,0.7679702990689681,Stable
2021-04-10,Great Barrier Reef,-18.2923,147.6908,28.61,8.106,Unknown,105,False,109.91124999999998,0.7679702990689681,Critical
2021-04-17,Caribbean Sea,15.0119,-74.9512,29.25,8.044,Unknown,127,False,118.8574793887704,0.7679702990689681,At-Risk
2021-04-23,Hawaiian Islands,19.7616,-155.5489,27.52,7.978,High,137,False,133.88775360750364,0.7679702990689681,Stable
2021-04-30,Maldives,3.2715,73.2138,29.93,8.102,Medium,125,False,114.98762734487732,0.7679702990689681,At-Risk
2021-05-06,Maldives,3.2848,73.2578,28.61,7.968,Unknown,115,False,116.56283075962182,0.7679702990689681,At-Risk
2021-05-13,Maldives,3.1606,73.3292,28.24,8.061,Unknown,130,False,124.3579303267214,0.7679702990689681,At-Risk
2021-05-20,Maldives,3.205,73.3055,27.57,8.078,High,118,False,122.82145887445886,0.7679702990689681,At-Risk
2021-05-26,Maldives,3.1368,73.1901,28.44,8.03,Low,110,False,110.82347061976168,0.7679702990689681,Critical
2021-06-02,Caribbean Sea,14.9297,-75.0042,26.24,8.133,Unknown,143,False,145.74429617604622,0.7679702990689681,Stable
2021-06-08,South China Sea,9.9271,114.9845,27.37,8.089,Unknown,151,False,142.356253968254,0.7679702990689681,Stable
2021-06-15,Maldives,3.109,73.2265,28.26,8.088,Low,125,False,120.26289935064933,0.7679702990689681,At-Risk
2021-06-22,Red Sea,19.9624,38.484,27.31,8.128,Unknown,132,False,130.6847936507936,0.7679702990689681,At-Risk
2021-06-28,Galápagos,-0.8587,-90.9686,27.44,7.996,Low,103,False,115.278876984127,0.7679702990689681,At-Risk
2021-07-05,Great Barrier Reef,-18.3663,147.7126,29.26,7.956,Low,125,False,119.17454761904764,0.7679702990689681,At-Risk
2021-07-11,Maldives,3.1786,73.228,30.92,8.046,Unknown,91,True,97.86526190476192,0.7679702990689681,Critical
2021-07-18,Galápagos,-0.9984,-91.0732,27.42,8.061,Unknown,115,False,121.15547222222222,0.7679702990689681,At-Risk
2021-07-25,Great Barrier Reef,-18.2937,147.703,28.16,8.024,Medium,125,False,120.90318542568548,0.7679702990689681,At-Risk
2021-07-31,Hawaiian Islands,19.9189,-155.6373,30.62,8.003,Low,99,True,106.53661291486293,0.7679702990689681,Critical
2021-08-07,Maldives,3.2382,73.2324,29.93,8.036,Medium,96,False,103.20019083694086,0.7679702990689681,Critical
2021-08-13,Galápagos,-0.9357,-91.0228,28.66,8.045,Low,115,False,116.22004220779223,0.7679702990689681,At-Risk
2021-08-20,Hawaiian Islands,19.8904,-155.6769,27.68,8.071,High,130,False,129.2819935064935,0.7679702990689681,At-Risk
2021-08-26,Great Barrier Reef,-18.3385,147.7625,27.2,8.124,Unknown,139,False,143.67456349206347,0.7679702990689681,Stable
2021-09-02,Red Sea,19.9677,38.5888,26.71,8.132,High,152,False,145.74476190476193,0.7679702990689681,Stable
2021-09-09,South China Sea,9.9665,115.0696,28.12,8.072,Medium,127,False,125.91556746031742,0.7679702990689681,At-Risk
2021-09-15,Red Sea,19.9933,38.5405,29.69,7.939,Unknown,127,False,118.78963888888887,0.7679702990689681,At-Risk
2021-09-22,Hawaiian Islands,19.8137,-155.5312,30.19,7.962,Low,96,True,101.13870815295819,0.7679702990689681,Critical
2021-09-28,Galápagos,-1.0091,-90.9763,28.04,8.098,Unknown,144,False,127.94147222222222,0.7679702990689681,At-Risk
2021-10-05,South China Sea,10.0698,114.9719,28.19,7.972,Medium,111,False,112.79507679136786,0.7679702990689681,At-Risk
2021-10-12,Galápagos,-0.9056,-90.8848,26.65,8.057,Medium,138,False,141.90421825396825,0.7679702990689681,Stable
2021-10-18,Great Barrier Reef,-18.2731,147.6587,29.14,8.014,Low,113,False,114.18462698412692,0.7679702990689681,At-Risk
2021-10-25,Great Barrier Reef,-18.2598,147.6995,27.85,8.058,Medium,125,False,121.48957287157289,0.7679702990689681,At-Risk
2021-10-31,South China Sea,9.9815,114.9871,30.9,8.03,Medium,91,True,93.71164682539685,0.7679702990689681,Critical
2021-11-07,Red Sea,20.0348,38.4833,30.26,8.033,Low,100,True,100.59168650793654,0.7679702990689681,Critical
2021-11-13,Maldives,3.2252,73.1422,26.81,8.024,Unknown,139,False,152.25895490620493,0.7679702990689681,Stable
2021-11-20,Red Sea,20.0866,38.6116,29.46,8.056,Medium,83,False,101.44624057203166,0.7679702990689681,Critical
2021-11-27,Great Barrier Reef,-18.3142,147.6598,27.57,8.06,High,122,False,126.59377741702741,0.7679702990689681,At-Risk
2021-12-03,South China Sea,9.901,115.0374,26.89,8.094,High,167,False,142.45423015873013,0.7679702990689681,Stable
2021-12-10,Hawaiian Islands,19.8508,-155.7093,28.07,8.114,Medium,153,False,132.78769047619045,0.7679702990689681,Stable
2021-12-16,Red Sea,19.9385,38.5248,27.8,8.059,Unknown,166,False,143.47732936507936,0.7679702990689681,Stable
2021-12-23,Red Sea,19.9249,38.5127,29.2,8.09,Unknown,114,False,112.40891505278343,0.7679702990689681,At-Risk
2021-12-30,South China Sea,10.0154,114.9804,28.9,8.025,Low,125,False,117.5629103744514,0.7679702990689681,At-Risk
2022-01-05,Red Sea,19.9815,38.5189,28.46,8.107,Medium,119,False,119.97979761904762,0.7679702990689681,At-Risk
2022-01-12,Hawaiian Islands,19.8081,-155.5197,27.14,8.044,Low,124,False,125.355294011544,0.7679702990689681,At-Risk
2022-01-18,South China Sea,10.0687,114.8932,33.21,8.009,Low,76,True,93.1896785714286,0.7679702990689681,Critical
2022-01-25,Hawaiian Islands,19.8941,-155.5685,29.28,8.067,High,120,False,115.76480348516216,0.7679702990689681,At-Risk
2022-01-31,Hawaiian Islands,19.9013,-155.5927,28.27,8.045,Unknown,139,False,130.1171031746032,0.7679702990689681,At-Risk
2022-02-07,Red Sea,20.0297,38.353,29.48,8.04,High,109,False,116.19729684908788,0.7679702990689681,At-Risk
2022-02-14,Hawaiian Islands,19.8774,-155.5266,29.92,7.983,Medium,111,False,110.7879246031746,0.7679702990689681,Critical
2022-02-20,South China Sea,9.9514,114.931,27.56,8.112,Low,143,False,136.61809992784993,0.7679702990689681,Stable
2022-02-27,Caribbean Sea,15.0257,-74.9637,29.27,8.002,Low,118,False,112.9786062618973,0.7679702990689681,At-Risk
2022-03-05,South China Sea,10.04,115.0377,30.28,8.05,Unknown,107,True,108.17003535353531,0.7679702990689681,Critical
2022-03-12,Caribbean Sea,15.0535,-75.0013,27.18,8.068,Medium,122,False,127.62083333333338,0.7679702990689681,At-Risk
2022-03-19,Galápagos,-0.9876,-90.9728,27.31,8.058,High,103,False,112.64847041847047,0.7679702990689681,At-Risk
2022-03-25,Galápagos,-0.9431,-90.9655,27.27,8.107,Medium,146,False,135.0168961038961,0.7679702990689681,Stable
2022-04-01,Red Sea,19.9196,38.4619,27.35,8.026,Low,143,False,134.86275396825397,0.7679702990689681,Stable
2022-04-07,South China Sea,9.9903,114.9868,25.49,8.142,Medium,131,False,139.40578174603175,0.7679702990689681,Stable
2022-04-14,Galápagos,-0.9508,-90.9517,30.54,7.944,High,54,True,83.82865079365078,0.7679702990689681,Critical
2022-04-20,Hawaiian Islands,19.906,-155.4928,30.36,8.023,Medium,94,True,99.99574783549782,0.7679702990689681,Critical
2022-04-27,Great Barrier Reef,-18.2467,147.6505,29.21,8.061,High,128,False,123.07338095238092,0.7679702990689681,At-Risk
2022-05-04,South China Sea,10.138,115.0196,27.74,8.064,Medium,101,False,112.05656746031744,0.7679702990689681,At-Risk
2022-05-10,Red Sea,19.9653,38.4795,27.71,8.073,High,115,False,120.22545634920635,0.7679702990689681,At-Risk
2022-05-17,Galápagos,-0.8977,-90.9656,28.49,8.034,High,122,False,115.99677236652232,0.7679702990689681,At-Risk
2022-05-23,Great Barrier Reef,-18.2458,147.6558,27.51,8.055,Medium,109,False,127.54411616161615,0.7679702990689681,At-Risk
2022-05-30,Galápagos,-0.9948,-90.9894,29.81,8.037,Unknown,109,False,112.3571130089717,0.7679702990689681,At-Risk
2022-06-06,Great Barrier Reef,-18.2446,147.6923,29.09,8.033,Low,118,False,113.81621861471857,0.7679702990689681,At-Risk
2022-06-12,Galápagos,-0.9829,-91.0875,28.3,8.125,Unknown,135,False,124.7982936507936,0.7679702990689681,At-Risk
2022-06-19,Hawaiian Islands,19.9451,-155.521,28.63,8.057,Medium,109,False,122.12047493734332,0.7679702990689681,At-Risk
2022-06-25,South China Sea,9.9842,115.0308,30.31,8.007,Medium,95,True,106.50589682539677,0.7679702990689681,Critical
2022-07-02,Red Sea,20.0,38.5301,26.33,7.979,Unknown,133,False,143.71098340548343,0.7679702990689681,Stable
2022-07-09,Red Sea,19.939,38.4746,28.28,8.032,Medium,144,False,135.6152055792466,0.7679702990689681,Stable
2022-07-15,Maldives,3.2191,73.2357,29.43,7.974,Low,126,False,120.42157895587003,0.7679702990689681,At-Risk
2022-07-22,Great Barrier Reef,-18.2909,147.7327,26.89,8.004,Unknown,148,False,145.98038888888885,0.7679702990689681,Stable
2022-07-28,Great Barrier Reef,-18.2683,147.6541,27.2,8.132,Medium,115,False,123.11837698412697,0.7679702990689681,At-Risk
2022-08-04,Red Sea,20.0821,38.455,29.46,8.014,Medium,119,False,116.39974923004029,0.7679702990689681,At-Risk
2022-08-10,Red Sea,19.9728,38.4919,28.56,7.999,Unknown,130,False,132.08468573797674,0.7679702990689681,Stable
2022-08-17,Great Barrier Reef,-18.3128,147.6878,27.01,7.952,Low,132,False,130.12133549783547,0.7679702990689681,At-Risk
2022-08-24,Galápagos,-0.8332,-90.9264,28.47,8.037,Unknown,120,False,119.4348755411255,0.7679702990689681,At-Risk
2022-08-30,South China Sea,10.0274,114.941,30.17,8.052,Low,114,True,108.03535714285718,0.7679702990689681,Critical
2022-09-06,Galápagos,-0.9319,-90.9646,29.51,8.059,Medium,104,False,108.29640197001066,0.7679702990689681,Critical
2022-09-12,Red Sea,19.9713,38.5051,30.82,7.942,Medium,74,True,86.47890476190476,0.7679702990689681,Critical
2022-09-19,Hawaiian Islands,19.905,-155.5803,28.76,8.057,Unknown,114,False,118.79534696507405,0.7679702990689681,At-Risk
2022-09-26,Hawaiian Islands,19.9713,-155.6628,27.26,8.07,Low,107,False,117.3647243867244,0.7679702990689681,At-Risk
2022-10-02,Hawaiian Islands,19.888,-155.4997,28.53,8.061,Low,100,False,107.09619932406775,0.7679702990689681,Critical
2022-10-09,Maldives,3.172,73.2019,28.02,8.124,Low,133,False,118.89117135642132,0.7679702990689681,At-Risk
2022-10-15,South China Sea,9.9444,115.0123,29.25,8.092,Medium,136,False,127.71522619047617,0.7679702990689681,At-Risk
2022-10-22,Hawaiian Islands,19.846,-155.6233,26.61,8.076,High,145,False,147.1356825396826,0.7679702990689681,Stable
2022-10-28,Great Barrier Reef,-18.2377,147.6954,28.02,8.067,High,112,False,116.34209199134202,0.7679702990689681,At-Risk
2022-11-04,South China Sea,10.1045,114.9196,28.78,8.146,Medium,117,False,115.54844047619048,0.7679702990689681,At-Risk
2022-11-11,Hawaiian Islands,19.8873,-155.6007,28.23,8.124,Unknown,89,False,104.9713373015873,0.7679702990689681,Critical
2022-11-17,Galápagos,-0.8771,-91.0368,28.1,8.037,Unknown,132,False,128.05444444444444,0.7679702990689681,At-Risk
2022-11-24,Caribbean Sea,14.9201,-74.9769,31.54,7.921,Low,92,True,103.52619841269845,0.7679702990689681,Critical
2022-11-30,Red Sea,19.9669,38.5213,28.53,8.017,Unknown,127,False,128.1872397672808,0.7679702990689681,At-Risk
2022-12-07,South China Sea,10.0902,114.9905,29.58,7.964,Medium,94,False,106.70774603174607,0.7679702990689681,Critical
