grid_lat,grid_lon,year,month,Plastic_Density_kg_km2,Plastic_Record_Count,Plastic_Types_Present,Ocean_Zone,Species_Count,Unique_Species,Taxonomic_Groups,Dominant_IUCN,Observation_Types,SST_C,pH,Species_Obs,Heatwave_Pct,Country,Waste_Source,Coastal_Risk,Recycling_Rate_Pct,Avg_Temp_C,Temp_Change_C,co2_ppm,CO2_Change_ppm,Sea_Level_Change_mm,Regional_Contribution_Pct,Habitat_Type
13,94,2016,4.0,0.0241770017431623,1.0,PVC,Andaman_Sea,,,,,,28.68,8.05475,114.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,12.78,Coral_Reef
14,65,2015,11.0,0.0305403560998601,1.0,PS,Arabian_Sea,,,,,,29.31,8.07125,105.75,0.25,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
14,65,2016,3.0,0.0191497481949882,1.0,PVC,Arabian_Sea,,,,,,28.316000000000003,8.044799999999999,122.4,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
14,72,2015,9.0,0.0324824609002054,1.0,PP,Arabian_Sea,,,,,,29.066000000000003,8.0338,114.0,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Coral_Reef
14,73,2015,11.0,0.0338888325296815,1.0,PVC,Arabian_Sea,,,,,,29.31,8.07125,105.75,0.25,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Coral_Reef
14,74,2016,,,,,Arabian_Sea,2.0,1.0,Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Coral_Reef
14,74,2018,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Coral_Reef
14,74,2020,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Coral_Reef
14,74,2022,,,,,Arabian_Sea,3.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Coral_Reef
14,74,2023,,,,,Arabian_Sea,2.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Coral_Reef
14,74,2024,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Coral_Reef
14,74,2025,,,,,Arabian_Sea,9.0,7.0,Aves|Mammalia|Reptilia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Coral_Reef
14,75,2015,,,,,Arabian_Sea,2.0,1.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
14,75,2019,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Open_Ocean
14,75,2025,,,,,Arabian_Sea,8.0,6.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
14,76,2025,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
14,77,2015,1.0,0.0276386106680513,1.0,PS,Bay_of_Bengal,,,,,,29.110000000000003,8.006,103.2,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
14,77,2025,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
14,79,2020,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
14,79,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
14,80,2024,,,,,Bay_of_Bengal,5.0,3.0,Mammalia|Reptilia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
14,80,2025,,,,,Bay_of_Bengal,8.0,2.0,Aves|Reptilia,VU,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Mangrove
14,82,2015,10.0,0.0134739146930022,1.0,PVC,Bay_of_Bengal,,,,,,28.610000000000003,8.0198,124.6,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Mangrove
14,87,2015,10.0,0.0373564363061571,1.0,PET,Bay_of_Bengal,,,,,,28.610000000000003,8.0198,124.6,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
14,92,2015,2.0,0.0252175312136712,1.0,PET,Andaman_Sea,,,,,,27.8575,8.02175,123.0,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,12.78,Coral_Reef
15,67,2016,6.0,0.0060541963103415,1.0,PS,Arabian_Sea,,,,,,28.44,8.0762,125.2,0.2,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
15,68,2015,1.0,0.025508207118603,1.0,PS,Arabian_Sea,,,,,,29.110000000000003,8.006,103.2,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
15,73,2015,4.0,0.0275878258551502,1.0,PE,Arabian_Sea,,,,,,28.732,8.048399999999999,101.2,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Coral_Reef
15,73,2016,,,,,Arabian_Sea,2.0,1.0,Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Coral_Reef
15,73,2018,,,,,Arabian_Sea,2.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Coral_Reef
15,73,2019,,,,,Arabian_Sea,5.0,1.0,Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Coral_Reef
15,73,2020,,,,,Arabian_Sea,2.0,2.0,Aves|Mammalia,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Coral_Reef
15,73,2021,,,,,Arabian_Sea,2.0,2.0,Aves|Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Coral_Reef
15,73,2022,,,,,Arabian_Sea,2.0,2.0,Mammalia,DD,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Coral_Reef
15,73,2023,,,,,Arabian_Sea,7.0,2.0,Aves|Mammalia,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Coral_Reef
15,73,2024,,,,,Arabian_Sea,32.0,12.0,Aves|Mammalia,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Coral_Reef
15,73,2025,,,,,Arabian_Sea,168.0,18.0,Aves|Mammalia|Reptilia,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Coral_Reef
15,74,2015,,,,,Arabian_Sea,3.0,2.0,Aves|Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Coral_Reef
15,74,2018,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Coral_Reef
15,74,2019,,,,,Arabian_Sea,7.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Coral_Reef
15,74,2020,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Coral_Reef
15,74,2022,,,,,Arabian_Sea,4.0,4.0,Aves|Mammalia,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Coral_Reef
15,74,2023,,,,,Arabian_Sea,4.0,4.0,Aves|Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Coral_Reef
15,74,2024,,,,,Arabian_Sea,13.0,7.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Coral_Reef
15,74,2025,,,,,Arabian_Sea,41.0,11.0,Aves|Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Coral_Reef
15,75,2015,4.0,0.0400540987939865,1.0,PET,Arabian_Sea,,,,,,28.732,8.048399999999999,101.2,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
15,75,2017,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Open_Ocean
15,75,2018,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Open_Ocean
15,75,2019,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Open_Ocean
15,76,2025,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
15,78,2015,7.0,0.0288073717785606,1.0,PVC,Bay_of_Bengal,,,,,,27.908,8.051,133.0,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
15,78,2016,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
15,78,2017,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
15,78,2021,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
15,78,2022,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
15,80,2024,,,,,Bay_of_Bengal,4.0,1.0,Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
15,80,2025,,,,,Bay_of_Bengal,12.0,4.0,Aves|Reptilia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Mangrove
15,83,2016,4.0,0.0341198565717995,1.0,PP,Bay_of_Bengal,,,,,,28.68,8.05475,114.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
15,84,2015,3.0,0.0179282319126332,1.0,PET,Bay_of_Bengal,,,,,,28.492,8.0546,120.8,0.4,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
15,85,2016,6.0,0.0153828549672638,1.0,PP,Bay_of_Bengal,,,,,,28.44,8.0762,125.2,0.2,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
15,90,2024,,,,,Bay_of_Bengal,4.0,2.0,Mammalia,DD,Occurrence|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
16,73,2018,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Open_Ocean
16,73,2021,,,,,Arabian_Sea,3.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Open_Ocean
16,73,2024,,,,,Arabian_Sea,2.0,2.0,Aves|Reptilia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
16,73,2025,,,,,Arabian_Sea,6.0,3.0,Aves|Reptilia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
16,74,2023,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Open_Ocean
16,74,2025,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
16,75,2015,9.0,0.0353076797292776,1.0,PS,Arabian_Sea,,,,,,29.066000000000003,8.0338,114.0,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
16,75,2025,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
16,77,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
16,77,2025,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
16,78,2017,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
16,78,2022,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
16,78,2025,,,,,Bay_of_Bengal,4.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
16,80,2015,1.0,0.0344927871381095,1.0,PVC,Bay_of_Bengal,,,,,,29.110000000000003,8.006,103.2,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Mangrove
16,80,2022,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Mangrove
16,80,2023,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Mangrove
16,80,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
16,80,2025,,,,,Bay_of_Bengal,12.0,5.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Mangrove
16,81,2016,4.0,0.0382993022120671,1.0,PS,Bay_of_Bengal,,,,,,28.68,8.05475,114.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Mangrove
16,81,2023,,,,,Bay_of_Bengal,3.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Mangrove
16,81,2024,,,,,Bay_of_Bengal,2.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
16,81,2025,,,,,Bay_of_Bengal,15.0,5.0,Aves|Mammalia|Reptilia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Mangrove
16,82,2020,,,,,Bay_of_Bengal,1.0,1.0,Mammalia,LC/Not Evaluated,Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Mangrove
16,82,2023,,,,,Bay_of_Bengal,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Mangrove
16,82,2024,,,,,Bay_of_Bengal,4.0,3.0,Aves|Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
16,84,2015,5.0,0.0047756038906798,1.0,PE,Bay_of_Bengal,,,,,,28.5575,8.07275,116.5,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
16,90,2016,1.0,0.0312949997843768,1.0,PE,Bay_of_Bengal,,,,,,29.292,8.0472,119.0,0.2,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
16,93,2015,8.0,0.0257277920157882,1.0,PP,Andaman_Sea,,,,,,29.325,8.03725,118.75,0.5,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,12.78,Open_Ocean
17,70,2015,8.0,0.0380440099484179,1.0,PS,Arabian_Sea,,,,,,29.325,8.03725,118.75,0.5,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
17,70,2016,9.0,0.0311715365086972,1.0,PVC,Arabian_Sea,,,,,,27.562,8.126999999999999,136.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
17,71,2015,1.0,0.0616883510115482,2.0,PET|PS,Arabian_Sea,,,,,,29.110000000000003,8.006,103.2,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
17,71,2015,12.0,0.0001537419558669,1.0,PET,Arabian_Sea,,,,,,27.054,8.0694,131.8,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
17,73,2016,4.0,0.015496640489003,1.0,PE,Arabian_Sea,1.0,1.0,Reptilia,VU,Scientific,28.68,8.05475,114.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
17,73,2017,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Open_Ocean
17,73,2020,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Open_Ocean
17,73,2021,,,,,Arabian_Sea,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Open_Ocean
17,73,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
17,73,2023,,,,,Arabian_Sea,2.0,2.0,Mammalia|Pisces,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Open_Ocean
17,73,2024,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
17,73,2025,,,,,Arabian_Sea,18.0,8.0,Aves|Reptilia,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
17,74,2016,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
17,74,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
17,74,2024,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
17,74,2025,,,,,Arabian_Sea,4.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
17,75,2015,,,,,Arabian_Sea,2.0,1.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
17,75,2016,8.0,0.015948219031812,1.0,PET,Arabian_Sea,,,,,,26.782,8.080200000000001,124.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
17,75,2024,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
17,75,2025,,,,,Arabian_Sea,3.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
17,77,2020,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
17,77,2021,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
17,77,2023,,,,,Bay_of_Bengal,4.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Open_Ocean
17,77,2025,,,,,Bay_of_Bengal,9.0,5.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
17,78,2023,,,,,Bay_of_Bengal,4.0,3.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Open_Ocean
17,78,2024,,,,,Bay_of_Bengal,9.0,7.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
17,78,2025,,,,,Bay_of_Bengal,35.0,9.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
17,79,2015,11.0,0.0119217759396215,1.0,PVC,Bay_of_Bengal,,,,,,29.31,8.07125,105.75,0.25,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
17,80,2025,,,,,Bay_of_Bengal,5.0,4.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
17,81,2017,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
17,81,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
17,81,2025,,,,,Bay_of_Bengal,9.0,7.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
17,82,2015,3.0,0.037729351325687,1.0,PE,Bay_of_Bengal,,,,,,28.492,8.0546,120.8,0.4,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
17,82,2024,,,,,Bay_of_Bengal,4.0,2.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
17,82,2025,,,,,Bay_of_Bengal,1.0,1.0,Reptilia,VU,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
17,83,2016,,,,,Bay_of_Bengal,3.0,1.0,Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
17,83,2017,,,,,Bay_of_Bengal,3.0,1.0,Pisces,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
17,83,2018,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Open_Ocean
17,83,2020,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
17,83,2021,,,,,Bay_of_Bengal,2.0,2.0,Pisces|Reptilia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
17,83,2022,,,,,Bay_of_Bengal,5.0,3.0,Aves|Mammalia|Reptilia,VU,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
17,83,2023,,,,,Bay_of_Bengal,9.0,4.0,Aves|Mammalia|Pisces,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Open_Ocean
17,83,2024,,,,,Bay_of_Bengal,15.0,5.0,Aves|Mammalia|Pisces|Reptilia,VU,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
17,83,2025,,,,,Bay_of_Bengal,60.0,9.0,Aves|Pisces|Reptilia,VU,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
17,84,2016,7.0,0.0273567319745587,1.0,PVC,Bay_of_Bengal,,,,,,28.0475,8.072,125.25,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
17,84,2024,,,,,Bay_of_Bengal,4.0,2.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
