species_scientific_name,species_common_name,taxonomic_group,family,latitude,longitude,country,state_province,event_date,year,month,data_source,observation_type,occurrence_id,india_role,migration_season,location_type,seasonal_density,iucn_red_list_status,grid_lat,grid_lon,Habitat_Type
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.0335441908,76.4828256167,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,330713327,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,26,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.7722697143,78.6311283284,India,Coastal India / Marine,,2025,12,iNaturalist,Scientific,330464711,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,78,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.6943461904,75.8806097356,India,Coastal India / Marine,,2023,12,iNaturalist,Scientific,330412563,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,75,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.5343916358,72.7147742321,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,330337503,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,72,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.534543713,72.715134017,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,330263858,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,72,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.7270457919,86.8690596696,India,Coastal India / Marine,,2025,12,iNaturalist,Scientific,330126976,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,20,86,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.7266444553,86.8675576325,India,Coastal India / Marine,,2025,12,iNaturalist,Scientific,330126960,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,20,86,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.7272866595,86.868244278,India,Coastal India / Marine,,2025,12,iNaturalist,Scientific,330126953,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,20,86,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,11.8526242782,79.810034204,India,Tamil Nadu / Kerala,,2025,12,iNaturalist,Scientific,330068566,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,11,79,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.4739645438,76.8263709381,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,328749560,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,28,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.6400333041,88.5176473818,India,West Bengal / Assam,,2015,4,iNaturalist,Scientific,328747154,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.6400333041,88.5176473818,India,West Bengal / Assam,,2015,4,iNaturalist,Scientific,328747153,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.6400333041,88.5176473818,India,West Bengal / Assam,,2015,4,iNaturalist,Scientific,328747146,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.2325857245,92.0355248201,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,328167475,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,92,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,13.3569693,77.5947993,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,328080919,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,13,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,13.3569693,77.5947993,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,328080910,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,13,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.3437161465,85.5626602686,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,327543337,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.3385845094,85.5524173481,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,327543231,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,18.278667355,74.7594399378,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,327469739,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,18,74,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.4290451,81.8850269,India,Coastal India / Marine,,2023,10,iNaturalist,Scientific,326312714,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,25,81,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.3422160836,85.5524693039,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,325480072,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.6908909955,78.5798661141,India,Coastal India / Marine,,2015,2,iNaturalist,Scientific,322933811,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,78,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.4290451,81.8850269,India,Coastal India / Marine,,2024,11,iNaturalist,Scientific,321180876,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,25,81,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.3950837,81.9358313,India,Coastal India / Marine,,2020,11,iNaturalist,Scientific,316545900,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,21,81,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.1649872377,77.5241370041,India,Coastal India / Marine,,2018,2,iNaturalist,Scientific,312606019,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,27,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.9907847,76.379812,India,Coastal India / Marine,,2018,1,iNaturalist,Scientific,308214167,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,25,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,19.8952875,85.4392969,India,Coastal India / Marine,,2023,12,iNaturalist,Scientific,307930028,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,19,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.1382986,72.4110196,India,Coastal India / Marine,,2016,12,iNaturalist,Scientific,307498120,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,27,72,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.1382986,72.4110196,India,Coastal India / Marine,,2016,12,iNaturalist,Scientific,307498113,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,27,72,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,19.9194047,85.4254317,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,306535309,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,19,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.0598019596,76.059767518,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,305283680,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,21,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,12.0983613463,79.8933210527,India,Tamil Nadu / Kerala,,2023,4,iNaturalist,Scientific,298381241,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,12,79,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.2809468026,76.5426620087,India,Coastal India / Marine,,2025,7,iNaturalist,Scientific,297660154,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,21,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.7759086771,76.6313154872,India,Coastal India / Marine,,2018,1,iNaturalist,Scientific,296972775,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,28,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,294582279,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,23,71,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.1685336207,79.9338797852,India,Coastal India / Marine,,2025,5,iNaturalist,Scientific,286998106,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,79,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.087966,77.2988616,India,Coastal India / Marine,,2025,5,iNaturalist,Scientific,281270716,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.0309190744,76.4641677923,India,Coastal India / Marine,,2017,4,iNaturalist,Scientific,280292921,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.9731665,71.4907853,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,278312460,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,20,71,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.087966,77.2988616,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,277717664,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.7479456447,77.2106502992,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,276454875,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,28,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.3671042562,68.9704992995,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,275443227,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,22,68,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.3671042562,68.9704992995,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,275441326,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,22,68,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.2039668364,71.745093232,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,274411256,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,71,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.5828463,72.811666,India,Coastal India / Marine,,2025,4,iNaturalist,Scientific,273870994,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,21,72,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.5252813,92.993808,India,Coastal India / Marine,,2025,3,iNaturalist,Scientific,270642967,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,92,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.1084939,76.4836866,India,Tamil Nadu / Kerala,,2025,3,iNaturalist,Scientific,270435499,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.1000156,76.5892774,India,Tamil Nadu / Kerala,,2025,3,iNaturalist,Scientific,267659003,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.6772807044,75.4051881725,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,267172451,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,75,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,12.9715987,77.5945627,India,Tamil Nadu / Kerala,,2022,4,iNaturalist,Scientific,266506121,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,12,77,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,16.2467849035,77.3125360345,India,Coastal India / Marine,,2025,3,iNaturalist,Scientific,265672444,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,16,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,19.8927836,85.4390997,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,265169657,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,19,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,19.8927836,85.4390997,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,265169629,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,19,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.1084939,76.4836866,India,Tamil Nadu / Kerala,,2025,2,iNaturalist,Scientific,264531771,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,18.2119378031,83.93497995,India,Coastal India / Marine,,2025,3,iNaturalist,Scientific,263976690,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,18,83,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.4633886332,76.8915132221,India,Coastal India / Marine,,2025,3,iNaturalist,Scientific,263611268,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,28,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.1084939,76.4836866,India,Tamil Nadu / Kerala,,2025,2,iNaturalist,Scientific,263571383,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.1084939,76.4836866,India,Tamil Nadu / Kerala,,2025,2,iNaturalist,Scientific,263571374,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,19.9221029806,85.5136279017,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,263468153,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.338742434,77.6192162186,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,262925669,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,28,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,18.278667355,74.7594399378,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,262467746,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,18,74,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.4633886332,76.8915132221,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,262257304,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,28,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.0624677729,76.4375435046,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,262088331,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,26,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.1084939,76.4836866,India,Tamil Nadu / Kerala,,2025,2,iNaturalist,Scientific,261635376,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,15.4806337664,73.9304023236,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,261508902,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,15,73,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,15.4806848182,73.9302930236,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,261508734,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,15,73,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.3449931276,85.5158863227,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,261271589,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.0263666667,75.695245,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,261013132,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,25,75,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.7510875,88.5861719,India,Coastal India / Marine,,2022,1,iNaturalist,Scientific,260820835,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,88,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.8216009164,77.0163763829,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,259958905,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.8216009164,77.0163763829,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,259958866,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.8216009164,77.0163763829,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,259958861,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.0263666667,75.695245,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,259728655,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,25,75,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.9280883666,76.3954378532,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,258724014,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,25,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,25.819396999,72.8851887211,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,258614830,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,25,72,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.0004505749,77.5885548266,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,258493859,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,27,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.338742434,77.6192162186,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,258000695,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,28,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.338742434,77.6192162186,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,258000546,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,28,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,19.8823286152,85.4448798662,India,Coastal India / Marine,,2016,12,iNaturalist,Scientific,257568411,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,19,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.2901256352,77.3775447662,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,257462207,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,27,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,21.1963549,72.6594646,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,256996462,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,72,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.2293321872,92.0422372967,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,256994925,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,92,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,24.282890229,71.1061673125,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,256172919,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,24,71,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,18.3362610581,74.3781120022,India,Coastal India / Marine,,2023,11,iNaturalist,Scientific,254910061,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,18,74,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.1669917224,73.4988798201,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,254691860,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,73,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.0029786033,77.5847176614,India,Coastal India / Marine,,2024,10,iNaturalist,Scientific,254575384,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,27,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,15.2987733222,74.0052748471,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,254505169,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,15,74,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.5142254413,70.1545162126,India,Coastal India / Marine,,2024,11,iNaturalist,Scientific,253719791,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,70,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.4822197977,69.3139189102,India,Coastal India / Marine,,2024,11,iNaturalist,Scientific,253503685,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,23,69,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,12.5454597,79.8560694,India,Tamil Nadu / Kerala,,2015,4,iNaturalist,Scientific,250530828,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,12,79,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,13.5188154677,77.6914611597,India,Coastal India / Marine,,2015,4,iNaturalist,Scientific,250530827,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,13,77,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.103894072,76.4919926894,India,Tamil Nadu / Kerala,,2024,3,iNaturalist,Scientific,250293249,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.103894072,76.4919926894,India,Tamil Nadu / Kerala,,2024,3,iNaturalist,Scientific,250293248,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,11.8911413719,77.7827043806,India,Tamil Nadu / Kerala,,2023,12,iNaturalist,Scientific,249520616,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,11,77,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.4967445479,76.9261728435,India,Coastal India / Marine,,2024,10,iNaturalist,Scientific,248596520,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,28,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.5252813,92.993808,India,Coastal India / Marine,,2024,4,iNaturalist,Scientific,247629498,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,92,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,12.4318166857,76.1968139167,India,Tamil Nadu / Kerala,,2017,1,iNaturalist,Scientific,246112237,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,12,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.6882566667,93.5340783333,India,Coastal India / Marine,,2018,3,iNaturalist,Scientific,244907539,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,93,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.8194429,72.0444452,India,Coastal India / Marine,,2022,12,iNaturalist,Scientific,241404554,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,72,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,22.8194429,72.0444452,India,Coastal India / Marine,,2022,12,iNaturalist,Scientific,241083057,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,72,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,23.4614415921,88.3431632817,India,West Bengal / Assam,,2020,12,iNaturalist,Scientific,238950951,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,23,88,Mangrove
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,26.694091,93.512844,India,Coastal India / Marine,,2019,3,iNaturalist,Scientific,238585275,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,93,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.6201250454,75.1096050069,India,Coastal India / Marine,,2021,5,iNaturalist,Scientific,236924154,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,75,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,9.2049765618,76.654864527,India,Tamil Nadu / Kerala,,2024,1,iNaturalist,Scientific,236866511,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,9,76,Coral_Reef
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,24.0454286,70.1455805,India,Coastal India / Marine,,2024,8,iNaturalist,Scientific,235317568,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,24,70,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,18.2722205521,74.821658641,India,Coastal India / Marine,,2024,1,iNaturalist,Scientific,221885797,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,18,74,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,20.3831741168,85.5678983778,India,Coastal India / Marine,,2024,5,iNaturalist,Scientific,216797760,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,28.4631721288,76.8926413564,India,Coastal India / Marine,,2024,3,iNaturalist,Scientific,215208894,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,28,76,Open_Ocean
Tringa erythropus,Spotted Redshank,Aves,Checklist Verified,27.3891043092,76.4352324575,India,Coastal India / Marine,,2024,3,iNaturalist,Scientific,213737863,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,76,Open_Ocean
